142f4f3cede9253ca454d40e0054af170f9b24ec,MODIFY,regular-file,IAC2018SQL/GlobalCapturePDFUploader.cs,10894,201
efee974896a14cf9903eba2a394539f47e8a16ff,MODIFY,regular-file,IAC2018SQL/MDIIAC2013.Designer.cs,100461,348
2f1070e4979c47160900b3f8c48a47413c5fd2f4,MODIFY,regular-file,IAC2018SQL/Properties/app.manifest,2613,12
9c0df50bc2b4ae4ff0d2d204682820289f9988c2,MODIFY,regular-file,IAC2018SQL/frmImportDefiPDFs.cs,11269,167
5a36accca0862be17a663193a67f2ed72740fe9b,MODIFY,regular-file,upgrade-assistant.clef,272346,2-8;44;46;53-54;79;144-145;157-158;165-166;791-792;798-799;805-806;812-813;819-820;826-827;834-835
